IDDeposito,FolioVenta,ID_PVenta,Subtotal,IVA,IEPS,Total,Fecha_Venta,Fecha_Deposito,Subtotal_Deposito,IVA_Deposito,IEPS_Deposito,Total_Deposito
1596,AWX41-171565,490064,568.9655172413793,91.03448275862068,0.0,660.0,2023-07-07,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AWX35-169622,350175,517.2413793103449,82.75862068965519,0.0,600.0,2023-07-01,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZK02-126279,353619,517.2413793103449,82.75862068965519,0.0,600.0,2023-07-01,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AWI36-159928,361291,517.2413793103449,82.75862068965519,0.0,600.0,2023-07-01,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AWI21-159938,362251,517.2413793103449,82.75862068965519,0.0,600.0,2023-07-01,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZK12-126440,365820,517.2413793103449,82.75862068965519,0.0,600.0,2023-07-01,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZU02-176077,366444,517.2413793103449,82.75862068965519,0.0,600.0,2023-07-01,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AWX08-169845,366687,517.2413793103449,82.75862068965519,0.0,600.0,2023-07-01,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZK14-126473,368059,517.2413793103449,82.75862068965519,0.0,600.0,2023-07-01,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZK51-126497,369559,517.2413793103449,82.75862068965519,0.0,600.0,2023-07-01,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZQ36-165386,369862,517.2413793103449,82.75862068965519,0.0,600.0,2023-07-01,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AWI04-160069,373061,517.2413793103449,82.75862068965519,0.0,600.0,2023-07-01,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZU14-176401,398965,517.2413793103449,82.75862068965519,0.0,600.0,2023-07-02,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZK46-126858,404187,517.2413793103449,82.75862068965519,0.0,600.0,2023-07-02,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZU40-177260,461127,474.1379310344828,75.86206896551725,0.0,550.0,2023-07-05,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZP01-103551,466730,474.1379310344828,75.86206896551725,0.0,550.0,2023-07-05,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AWX20-171622,494472,474.1379310344828,75.86206896551725,0.0,550.0,2023-07-07,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AWX42-169965,372557,431.0344827586207,68.96551724137932,0.0,500.0,2023-07-01,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZP27-102822,372845,431.0344827586207,68.96551724137932,0.0,500.0,2023-07-01,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AVA32-64178,391855,431.0344827586207,68.96551724137932,0.0,500.0,2023-07-02,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZQ34-166743,478514,379.3103448275862,60.689655172413794,0.0,440.0,2023-07-06,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZA34-110958,424804,336.2068965517242,53.79310344827587,0.0,390.0,2023-07-03,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZJ42-159771,471183,111.2,0.0,8.8,120.0,2023-07-06,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZB09-138268,464521,93.93,0.0,7.07,101.0,2023-07-05,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AVA44-90963,352553,85.2,0.0,6.8,92.0,2023-07-01,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZA09-111363,462914,77.76,0.0,6.24,84.0,2023-07-05,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZU27-177454,473802,76.86,0.0,6.14,83.0,2023-07-06,2023-07-04,30653.0,3692.0,140.0,34485.0
